,feature_types,genome,feature_is_filtered,feature_name,feature_reference,feature_biotype,feature_length,feature_type,ensemble_id
TK2,Gene Expression,GRCh38,False,TK2_ENSG00000166548,NCBITaxon:9606,gene,753,protein_coding,ENSG00000166548
TKFC,Gene Expression,GRCh38,False,TKFC_ENSG00000149476,NCBITaxon:9606,gene,575,protein_coding,ENSG00000149476
TKT,Gene Expression,GRCh38,False,TKT_ENSG00000163931,NCBITaxon:9606,gene,1941,protein_coding,ENSG00000163931
TKTL1,Gene Expression,GRCh38,False,TKTL1_ENSG00000007350,NCBITaxon:9606,gene,565,protein_coding,ENSG00000007350
TKTL2,Gene Expression,GRCh38,False,TKTL2_ENSG00000151005,NCBITaxon:9606,gene,2660,protein_coding,ENSG00000151005
TLCD1,Gene Expression,GRCh38,False,TLCD1_ENSG00000160606,NCBITaxon:9606,gene,681,protein_coding,ENSG00000160606
TLCD2,Gene Expression,GRCh38,False,TLCD2_ENSG00000185561,NCBITaxon:9606,gene,5884,protein_coding,ENSG00000185561
TLCD3A,Gene Expression,GRCh38,False,TLCD3A_ENSG00000167695,NCBITaxon:9606,gene,867,protein_coding,ENSG00000167695
TLCD3B,Gene Expression,GRCh38,False,TLCD3B_ENSG00000149926,NCBITaxon:9606,gene,1481,protein_coding,ENSG00000149926
TLCD4,Gene Expression,GRCh38,False,TLCD4_ENSG00000152078,NCBITaxon:9606,gene,800,protein_coding,ENSG00000152078
TLCD5,Gene Expression,GRCh38,False,TLCD5_ENSG00000181264,NCBITaxon:9606,gene,3776,protein_coding,ENSG00000181264
TLDC2,Gene Expression,GRCh38,False,TLDC2_ENSG00000101342,NCBITaxon:9606,gene,1448,protein_coding,ENSG00000101342
TLE1,Gene Expression,GRCh38,False,TLE1_ENSG00000196781,NCBITaxon:9606,gene,665,protein_coding,ENSG00000196781
TLE1-DT,Gene Expression,GRCh38,False,TLE1-DT,NCBITaxon:9606,gene,1452,lncRNA,ENSG00000233926
TLE2,Gene Expression,GRCh38,False,TLE2_ENSG00000065717,NCBITaxon:9606,gene,600,protein_coding,ENSG00000065717
TLE3,Gene Expression,GRCh38,False,TLE3_ENSG00000140332,NCBITaxon:9606,gene,2842,protein_coding,ENSG00000140332
TLE4,Gene Expression,GRCh38,False,TLE4_ENSG00000106829,NCBITaxon:9606,gene,672,protein_coding,ENSG00000106829
TLE5,Gene Expression,GRCh38,False,TLE5_ENSG00000104964,NCBITaxon:9606,gene,1012,protein_coding,ENSG00000104964
TLE6,Gene Expression,GRCh38,False,TLE6_ENSG00000104953,NCBITaxon:9606,gene,986,protein_coding,ENSG00000104953
TLE7,Gene Expression,GRCh38,False,TLE7_ENSG00000260734,NCBITaxon:9606,gene,1790,protein_coding,ENSG00000260734
TLK1,Gene Expression,GRCh38,False,TLK1_ENSG00000198586,NCBITaxon:9606,gene,2380,protein_coding,ENSG00000198586
TLK2,Gene Expression,GRCh38,False,TLK2_ENSG00000146872,NCBITaxon:9606,gene,3572,protein_coding,ENSG00000146872
TLL1,Gene Expression,GRCh38,False,TLL1_ENSG00000038295,NCBITaxon:9606,gene,3308,protein_coding,ENSG00000038295
TLL2,Gene Expression,GRCh38,False,TLL2_ENSG00000095587,NCBITaxon:9606,gene,1887,protein_coding,ENSG00000095587
TLN1,Gene Expression,GRCh38,False,TLN1_ENSG00000137076,NCBITaxon:9606,gene,798,protein_coding,ENSG00000137076
TLN2,Gene Expression,GRCh38,False,TLN2_ENSG00000171914,NCBITaxon:9606,gene,1013,protein_coding,ENSG00000171914
TLNRD1,Gene Expression,GRCh38,False,TLNRD1_ENSG00000140406,NCBITaxon:9606,gene,4866,protein_coding,ENSG00000140406
TLR1,Gene Expression,GRCh38,False,TLR1_ENSG00000174125,NCBITaxon:9606,gene,612,protein_coding,ENSG00000174125
TLR10,Gene Expression,GRCh38,False,TLR10_ENSG00000174123,NCBITaxon:9606,gene,3473,protein_coding,ENSG00000174123
TLR2,Gene Expression,GRCh38,False,TLR2_ENSG00000137462,NCBITaxon:9606,gene,3411,protein_coding,ENSG00000137462
TLR3,Gene Expression,GRCh38,False,TLR3_ENSG00000164342,NCBITaxon:9606,gene,2942,protein_coding,ENSG00000164342
TLR4,Gene Expression,GRCh38,False,TLR4_ENSG00000136869,NCBITaxon:9606,gene,3501,protein_coding,ENSG00000136869
TLR5,Gene Expression,GRCh38,False,TLR5_ENSG00000187554,NCBITaxon:9606,gene,1678,protein_coding,ENSG00000187554
TLR6,Gene Expression,GRCh38,False,TLR6_ENSG00000174130,NCBITaxon:9606,gene,4922,protein_coding,ENSG00000174130
TLR7,Gene Expression,GRCh38,False,TLR7_ENSG00000196664,NCBITaxon:9606,gene,2651,protein_coding,ENSG00000196664
TLR8,Gene Expression,GRCh38,False,TLR8_ENSG00000101916,NCBITaxon:9606,gene,3791,protein_coding,ENSG00000101916
TLR8-AS1,Gene Expression,GRCh38,False,TLR8-AS1,NCBITaxon:9606,gene,1349,lncRNA,ENSG00000233338
TLR9,Gene Expression,GRCh38,False,TLR9_ENSG00000239732,NCBITaxon:9606,gene,3352,protein_coding,ENSG00000239732
TLX1,Gene Expression,GRCh38,False,TLX1_ENSG00000107807,NCBITaxon:9606,gene,469,protein_coding,ENSG00000107807
TLX1NB,Gene Expression,GRCh38,False,TLX1NB,NCBITaxon:9606,gene,1383,lncRNA,ENSG00000236311
TLX2,Gene Expression,GRCh38,False,TLX2_ENSG00000115297,NCBITaxon:9606,gene,1093,protein_coding,ENSG00000115297
TLX3,Gene Expression,GRCh38,False,TLX3_ENSG00000164438,NCBITaxon:9606,gene,1534,protein_coding,ENSG00000164438
TM2D1,Gene Expression,GRCh38,False,TM2D1_ENSG00000162604,NCBITaxon:9606,gene,744,protein_coding,ENSG00000162604
TM2D2,Gene Expression,GRCh38,False,TM2D2_ENSG00000169490,NCBITaxon:9606,gene,571,protein_coding,ENSG00000169490
TM2D3,Gene Expression,GRCh38,False,TM2D3_ENSG00000184277,NCBITaxon:9606,gene,1298,protein_coding,ENSG00000184277
TM4SF1,Gene Expression,GRCh38,False,TM4SF1_ENSG00000169908,NCBITaxon:9606,gene,1265,protein_coding,ENSG00000169908
TM4SF1-AS1,Gene Expression,GRCh38,False,TM4SF1-AS1,NCBITaxon:9606,gene,754,lncRNA,ENSG00000240541
TM4SF18,Gene Expression,GRCh38,False,TM4SF18_ENSG00000163762,NCBITaxon:9606,gene,662,protein_coding,ENSG00000163762
TM4SF18-AS1,Gene Expression,GRCh38,False,TM4SF18-AS1,NCBITaxon:9606,gene,551,lncRNA,ENSG00000244468
TM4SF19,Gene Expression,GRCh38,False,TM4SF19_ENSG00000145107,NCBITaxon:9606,gene,1043,protein_coding,ENSG00000145107
TM4SF19-AS1,Gene Expression,GRCh38,False,TM4SF19-AS1,NCBITaxon:9606,gene,464,lncRNA,ENSG00000235897
TM4SF20,Gene Expression,GRCh38,False,TM4SF20_ENSG00000168955,NCBITaxon:9606,gene,1478,protein_coding,ENSG00000168955
TM4SF4,Gene Expression,GRCh38,False,TM4SF4_ENSG00000169903,NCBITaxon:9606,gene,456,protein_coding,ENSG00000169903
TM4SF5,Gene Expression,GRCh38,False,TM4SF5_ENSG00000142484,NCBITaxon:9606,gene,823,protein_coding,ENSG00000142484
TM6SF1,Gene Expression,GRCh38,False,TM6SF1_ENSG00000136404,NCBITaxon:9606,gene,1244,protein_coding,ENSG00000136404
TM6SF2,Gene Expression,GRCh38,False,TM6SF2_ENSG00000213996,NCBITaxon:9606,gene,1518,protein_coding,ENSG00000213996
TM7SF2,Gene Expression,GRCh38,False,TM7SF2_ENSG00000149809,NCBITaxon:9606,gene,792,protein_coding,ENSG00000149809
TM7SF3,Gene Expression,GRCh38,False,TM7SF3_ENSG00000064115,NCBITaxon:9606,gene,579,protein_coding,ENSG00000064115
TM9SF1,Gene Expression,GRCh38,False,TM9SF1_ENSG00000100926,NCBITaxon:9606,gene,1077,protein_coding,ENSG00000100926
TM9SF2,Gene Expression,GRCh38,False,TM9SF2_ENSG00000125304,NCBITaxon:9606,gene,727,protein_coding,ENSG00000125304
TM9SF3,Gene Expression,GRCh38,False,TM9SF3_ENSG00000077147,NCBITaxon:9606,gene,868,protein_coding,ENSG00000077147
TM9SF4,Gene Expression,GRCh38,False,TM9SF4_ENSG00000101337,NCBITaxon:9606,gene,566,protein_coding,ENSG00000101337
TMA16,Gene Expression,GRCh38,False,TMA16_ENSG00000198498,NCBITaxon:9606,gene,803,protein_coding,ENSG00000198498
TMA7,Gene Expression,GRCh38,False,TMA7_ENSG00000232112,NCBITaxon:9606,gene,619,protein_coding,ENSG00000232112
TMA7B,Gene Expression,GRCh38,False,TMA7B,NCBITaxon:9606,gene,1509,protein_coding,ENSG00000225528
TMBIM1,Gene Expression,GRCh38,False,TMBIM1_ENSG00000135926,NCBITaxon:9606,gene,580,protein_coding,ENSG00000135926
TMBIM4,Gene Expression,GRCh38,False,TMBIM4_ENSG00000155957,NCBITaxon:9606,gene,807,protein_coding,ENSG00000155957
TMBIM6,Gene Expression,GRCh38,False,TMBIM6_ENSG00000139644,NCBITaxon:9606,gene,576,protein_coding,ENSG00000139644
TMC1,Gene Expression,GRCh38,False,TMC1_ENSG00000165091,NCBITaxon:9606,gene,2281,protein_coding,ENSG00000165091
TMC2,Gene Expression,GRCh38,False,TMC2_ENSG00000149488,NCBITaxon:9606,gene,3477,protein_coding,ENSG00000149488
TMC3,Gene Expression,GRCh38,False,TMC3_ENSG00000188869,NCBITaxon:9606,gene,4644,protein_coding,ENSG00000188869
TMC3-AS1,Gene Expression,GRCh38,False,TMC3-AS1,NCBITaxon:9606,gene,1625,lncRNA,ENSG00000259343
TMC4,Gene Expression,GRCh38,False,TMC4_ENSG00000167608,NCBITaxon:9606,gene,592,protein_coding,ENSG00000167608
TMC5,Gene Expression,GRCh38,False,TMC5_ENSG00000103534,NCBITaxon:9606,gene,2487,protein_coding,ENSG00000103534
TMC6,Gene Expression,GRCh38,False,TMC6_ENSG00000141524,NCBITaxon:9606,gene,1984,protein_coding,ENSG00000141524
TMC7,Gene Expression,GRCh38,False,TMC7_ENSG00000170537,NCBITaxon:9606,gene,2738,protein_coding,ENSG00000170537
TMC8,Gene Expression,GRCh38,False,TMC8_ENSG00000167895,NCBITaxon:9606,gene,1986,protein_coding,ENSG00000167895
TMCC1,Gene Expression,GRCh38,False,TMCC1_ENSG00000172765,NCBITaxon:9606,gene,549,protein_coding,ENSG00000172765
TMCC1-DT,Gene Expression,GRCh38,False,TMCC1-DT,NCBITaxon:9606,gene,1671,lncRNA,ENSG00000271270
TMCC2,Gene Expression,GRCh38,False,TMCC2_ENSG00000133069,NCBITaxon:9606,gene,2727,protein_coding,ENSG00000133069
TMCC2-AS1,Gene Expression,GRCh38,False,TMCC2-AS1,NCBITaxon:9606,gene,686,lncRNA,ENSG00000225063
TMCC3,Gene Expression,GRCh38,False,TMCC3_ENSG00000057704,NCBITaxon:9606,gene,2464,protein_coding,ENSG00000057704
TMCO1,Gene Expression,GRCh38,False,TMCO1_ENSG00000143183,NCBITaxon:9606,gene,930,protein_coding,ENSG00000143183
TMCO1-AS1,Gene Expression,GRCh38,False,TMCO1-AS1,NCBITaxon:9606,gene,2150,lncRNA,ENSG00000224358
TMCO2,Gene Expression,GRCh38,False,TMCO2_ENSG00000188800,NCBITaxon:9606,gene,623,protein_coding,ENSG00000188800
TMCO3,Gene Expression,GRCh38,False,TMCO3_ENSG00000150403,NCBITaxon:9606,gene,864,protein_coding,ENSG00000150403
TMCO4,Gene Expression,GRCh38,False,TMCO4_ENSG00000162542,NCBITaxon:9606,gene,977,protein_coding,ENSG00000162542
TMCO5A,Gene Expression,GRCh38,False,TMCO5A_ENSG00000166069,NCBITaxon:9606,gene,955,protein_coding,ENSG00000166069
TMCO6,Gene Expression,GRCh38,False,TMCO6_ENSG00000113119,NCBITaxon:9606,gene,785,protein_coding,ENSG00000113119
TMDD1,Gene Expression,GRCh38,False,TMDD1_ENSG00000284730,NCBITaxon:9606,gene,1005,protein_coding,ENSG00000284730
TMED1,Gene Expression,GRCh38,False,TMED1_ENSG00000099203,NCBITaxon:9606,gene,713,protein_coding,ENSG00000099203
TMED10,Gene Expression,GRCh38,False,TMED10_ENSG00000170348,NCBITaxon:9606,gene,917,protein_coding,ENSG00000170348
TMED2,Gene Expression,GRCh38,False,TMED2_ENSG00000086598,NCBITaxon:9606,gene,1350,protein_coding,ENSG00000086598
TMED2-DT,Gene Expression,GRCh38,False,TMED2-DT,NCBITaxon:9606,gene,8279,lncRNA,ENSG00000247373
TMED3,Gene Expression,GRCh38,False,TMED3_ENSG00000166557,NCBITaxon:9606,gene,1483,protein_coding,ENSG00000166557
TMED4,Gene Expression,GRCh38,False,TMED4_ENSG00000158604,NCBITaxon:9606,gene,1950,protein_coding,ENSG00000158604
TMED5,Gene Expression,GRCh38,False,TMED5_ENSG00000117500,NCBITaxon:9606,gene,3847,protein_coding,ENSG00000117500
TMED6,Gene Expression,GRCh38,False,TMED6_ENSG00000157315,NCBITaxon:9606,gene,843,protein_coding,ENSG00000157315
TMED7,Gene Expression,GRCh38,False,TMED7_ENSG00000134970,NCBITaxon:9606,gene,805,protein_coding,ENSG00000134970
TMED8,Gene Expression,GRCh38,False,TMED8_ENSG00000100580,NCBITaxon:9606,gene,7761,protein_coding,ENSG00000100580
TMED9,Gene Expression,GRCh38,False,TMED9_ENSG00000184840,NCBITaxon:9606,gene,873,protein_coding,ENSG00000184840
TMEFF1,Gene Expression,GRCh38,False,TMEFF1_ENSG00000241697,NCBITaxon:9606,gene,2575,protein_coding,ENSG00000241697
TMEFF2,Gene Expression,GRCh38,False,TMEFF2_ENSG00000144339,NCBITaxon:9606,gene,2820,protein_coding,ENSG00000144339
TMEM100,Gene Expression,GRCh38,False,TMEM100_ENSG00000166292,NCBITaxon:9606,gene,645,protein_coding,ENSG00000166292
TMEM101,Gene Expression,GRCh38,False,TMEM101_ENSG00000091947,NCBITaxon:9606,gene,637,protein_coding,ENSG00000091947
TMEM102,Gene Expression,GRCh38,False,TMEM102_ENSG00000181284,NCBITaxon:9606,gene,1971,protein_coding,ENSG00000181284
TMEM104,Gene Expression,GRCh38,False,TMEM104_ENSG00000109066,NCBITaxon:9606,gene,1740,protein_coding,ENSG00000109066
TMEM105,Gene Expression,GRCh38,False,TMEM105_ENSG00000185332,NCBITaxon:9606,gene,583,lncRNA,ENSG00000185332
TMEM106A,Gene Expression,GRCh38,False,TMEM106A_ENSG00000184988,NCBITaxon:9606,gene,1047,protein_coding,ENSG00000184988
TMEM106B,Gene Expression,GRCh38,False,TMEM106B_ENSG00000106460,NCBITaxon:9606,gene,1107,protein_coding,ENSG00000106460
TMEM106C,Gene Expression,GRCh38,False,TMEM106C_ENSG00000134291,NCBITaxon:9606,gene,664,protein_coding,ENSG00000134291
TMEM107,Gene Expression,GRCh38,False,TMEM107_ENSG00000179029,NCBITaxon:9606,gene,830,protein_coding,ENSG00000179029
TMEM108,Gene Expression,GRCh38,False,TMEM108_ENSG00000144868,NCBITaxon:9606,gene,874,protein_coding,ENSG00000144868
TMEM108-AS1,Gene Expression,GRCh38,False,TMEM108-AS1,NCBITaxon:9606,gene,1987,lncRNA,ENSG00000251011
TMEM109,Gene Expression,GRCh38,False,TMEM109_ENSG00000110108,NCBITaxon:9606,gene,1959,protein_coding,ENSG00000110108
TMEM109-DT,Gene Expression,GRCh38,False,TMEM109-DT,NCBITaxon:9606,gene,405,lncRNA,ENSG00000256944
TMEM11,Gene Expression,GRCh38,False,TMEM11_ENSG00000178307,NCBITaxon:9606,gene,962,protein_coding,ENSG00000178307
TMEM11-DT,Gene Expression,GRCh38,False,TMEM11-DT,NCBITaxon:9606,gene,1152,lncRNA,ENSG00000235530
TMEM114,Gene Expression,GRCh38,False,TMEM114_ENSG00000232258,NCBITaxon:9606,gene,560,protein_coding,ENSG00000232258
TMEM115,Gene Expression,GRCh38,False,TMEM115_ENSG00000126062,NCBITaxon:9606,gene,2107,protein_coding,ENSG00000126062
TMEM116,Gene Expression,GRCh38,False,TMEM116_ENSG00000198270,NCBITaxon:9606,gene,689,protein_coding,ENSG00000198270
TMEM117,Gene Expression,GRCh38,False,TMEM117_ENSG00000139173,NCBITaxon:9606,gene,1375,protein_coding,ENSG00000139173
TMEM119,Gene Expression,GRCh38,False,TMEM119_ENSG00000183160,NCBITaxon:9606,gene,571,protein_coding,ENSG00000183160
TMEM120A,Gene Expression,GRCh38,False,TMEM120A_ENSG00000189077,NCBITaxon:9606,gene,660,protein_coding,ENSG00000189077
TMEM120B,Gene Expression,GRCh38,False,TMEM120B_ENSG00000188735,NCBITaxon:9606,gene,2444,protein_coding,ENSG00000188735
TMEM121,Gene Expression,GRCh38,False,TMEM121_ENSG00000184986,NCBITaxon:9606,gene,957,protein_coding,ENSG00000184986
TMEM121B,Gene Expression,GRCh38,False,TMEM121B_ENSG00000183307,NCBITaxon:9606,gene,4512,protein_coding,ENSG00000183307
TMEM123,Gene Expression,GRCh38,False,TMEM123_ENSG00000152558,NCBITaxon:9606,gene,568,protein_coding,ENSG00000152558
TMEM123-DT,Gene Expression,GRCh38,False,TMEM123-DT,NCBITaxon:9606,gene,692,lncRNA,ENSG00000255337
TMEM125,Gene Expression,GRCh38,False,TMEM125_ENSG00000179178,NCBITaxon:9606,gene,1182,protein_coding,ENSG00000179178
TMEM126A,Gene Expression,GRCh38,False,TMEM126A_ENSG00000171202,NCBITaxon:9606,gene,689,protein_coding,ENSG00000171202
TMEM126B,Gene Expression,GRCh38,False,TMEM126B_ENSG00000171204,NCBITaxon:9606,gene,853,protein_coding,ENSG00000171204
TMEM127,Gene Expression,GRCh38,False,TMEM127_ENSG00000135956,NCBITaxon:9606,gene,3099,protein_coding,ENSG00000135956
TMEM128,Gene Expression,GRCh38,False,TMEM128_ENSG00000132406,NCBITaxon:9606,gene,1490,protein_coding,ENSG00000132406
TMEM129,Gene Expression,GRCh38,False,TMEM129_ENSG00000168936,NCBITaxon:9606,gene,1100,protein_coding,ENSG00000168936
TMEM130,Gene Expression,GRCh38,False,TMEM130_ENSG00000166448,NCBITaxon:9606,gene,1564,protein_coding,ENSG00000166448
TMEM131,Gene Expression,GRCh38,False,TMEM131_ENSG00000075568,NCBITaxon:9606,gene,602,protein_coding,ENSG00000075568
TMEM131L,Gene Expression,GRCh38,False,TMEM131L_ENSG00000121210,NCBITaxon:9606,gene,844,protein_coding,ENSG00000121210
TMEM132A,Gene Expression,GRCh38,False,TMEM132A_ENSG00000006118,NCBITaxon:9606,gene,717,protein_coding,ENSG00000006118
TMEM132B,Gene Expression,GRCh38,False,TMEM132B_ENSG00000139364,NCBITaxon:9606,gene,7723,protein_coding,ENSG00000139364
TMEM132C,Gene Expression,GRCh38,False,TMEM132C_ENSG00000181234,NCBITaxon:9606,gene,5176,protein_coding,ENSG00000181234
TMEM132D,Gene Expression,GRCh38,False,TMEM132D_ENSG00000151952,NCBITaxon:9606,gene,5720,protein_coding,ENSG00000151952
TMEM132D-AS1,Gene Expression,GRCh38,False,TMEM132D-AS1,NCBITaxon:9606,gene,490,lncRNA,ENSG00000249196
TMEM132D-AS2,Gene Expression,GRCh38,False,TMEM132D-AS2,NCBITaxon:9606,gene,1568,lncRNA,ENSG00000256699
TMEM132E,Gene Expression,GRCh38,False,TMEM132E_ENSG00000181291,NCBITaxon:9606,gene,5631,protein_coding,ENSG00000181291
TMEM132E-DT,Gene Expression,GRCh38,False,TMEM132E-DT,NCBITaxon:9606,gene,3488,lncRNA,ENSG00000197322
TMEM134,Gene Expression,GRCh38,False,TMEM134_ENSG00000172663,NCBITaxon:9606,gene,583,protein_coding,ENSG00000172663
TMEM135,Gene Expression,GRCh38,False,TMEM135_ENSG00000166575,NCBITaxon:9606,gene,1146,protein_coding,ENSG00000166575
TMEM138,Gene Expression,GRCh38,False,TMEM138_ENSG00000149483,NCBITaxon:9606,gene,1654,protein_coding,ENSG00000149483
TMEM139,Gene Expression,GRCh38,False,TMEM139_ENSG00000178826,NCBITaxon:9606,gene,1257,protein_coding,ENSG00000178826
TMEM139-AS1,Gene Expression,GRCh38,False,TMEM139-AS1,NCBITaxon:9606,gene,1069,lncRNA,ENSG00000231840
TMEM140,Gene Expression,GRCh38,False,TMEM140_ENSG00000146859,NCBITaxon:9606,gene,1194,protein_coding,ENSG00000146859
TMEM141,Gene Expression,GRCh38,False,TMEM141_ENSG00000244187,NCBITaxon:9606,gene,625,protein_coding,ENSG00000244187
TMEM143,Gene Expression,GRCh38,False,TMEM143_ENSG00000161558,NCBITaxon:9606,gene,748,protein_coding,ENSG00000161558
TMEM144,Gene Expression,GRCh38,False,TMEM144_ENSG00000164124,NCBITaxon:9606,gene,642,protein_coding,ENSG00000164124
TMEM145,Gene Expression,GRCh38,False,TMEM145_ENSG00000167619,NCBITaxon:9606,gene,1797,protein_coding,ENSG00000167619
TMEM147,Gene Expression,GRCh38,False,TMEM147_ENSG00000105677,NCBITaxon:9606,gene,868,protein_coding,ENSG00000105677
TMEM147-AS1,Gene Expression,GRCh38,False,TMEM147-AS1,NCBITaxon:9606,gene,2852,lncRNA,ENSG00000236144
TMEM14A,Gene Expression,GRCh38,False,TMEM14A_ENSG00000096092,NCBITaxon:9606,gene,988,protein_coding,ENSG00000096092
TMEM14B,Gene Expression,GRCh38,False,TMEM14B_ENSG00000137210,NCBITaxon:9606,gene,647,protein_coding,ENSG00000137210
TMEM14B-DT,Gene Expression,GRCh38,False,TMEM14B-DT,NCBITaxon:9606,gene,1100,lncRNA,ENSG00000272097
TMEM14C,Gene Expression,GRCh38,False,TMEM14C_ENSG00000111843,NCBITaxon:9606,gene,899,protein_coding,ENSG00000111843
TMEM150A,Gene Expression,GRCh38,False,TMEM150A_ENSG00000168890,NCBITaxon:9606,gene,868,protein_coding,ENSG00000168890
TMEM150B,Gene Expression,GRCh38,False,TMEM150B_ENSG00000180061,NCBITaxon:9606,gene,830,protein_coding,ENSG00000180061
TMEM150C,Gene Expression,GRCh38,False,TMEM150C_ENSG00000249242,NCBITaxon:9606,gene,1872,protein_coding,ENSG00000249242
TMEM151A,Gene Expression,GRCh38,False,TMEM151A_ENSG00000179292,NCBITaxon:9606,gene,2538,protein_coding,ENSG00000179292
TMEM151B,Gene Expression,GRCh38,False,TMEM151B_ENSG00000178233,NCBITaxon:9606,gene,3025,protein_coding,ENSG00000178233
TMEM154,Gene Expression,GRCh38,False,TMEM154_ENSG00000170006,NCBITaxon:9606,gene,2776,protein_coding,ENSG00000170006
TMEM156,Gene Expression,GRCh38,False,TMEM156_ENSG00000121895,NCBITaxon:9606,gene,749,protein_coding,ENSG00000121895
TMEM158,Gene Expression,GRCh38,False,TMEM158_ENSG00000249992,NCBITaxon:9606,gene,1822,protein_coding,ENSG00000249992
TMEM160,Gene Expression,GRCh38,False,TMEM160_ENSG00000130748,NCBITaxon:9606,gene,655,protein_coding,ENSG00000130748
TMEM161A,Gene Expression,GRCh38,False,TMEM161A_ENSG00000064545,NCBITaxon:9606,gene,789,protein_coding,ENSG00000064545
TMEM161B,Gene Expression,GRCh38,False,TMEM161B_ENSG00000164180,NCBITaxon:9606,gene,1250,protein_coding,ENSG00000164180
TMEM161B-DT,Gene Expression,GRCh38,False,TMEM161B-DT,NCBITaxon:9606,gene,1464,lncRNA,ENSG00000247828
TMEM163,Gene Expression,GRCh38,False,TMEM163_ENSG00000152128,NCBITaxon:9606,gene,2260,protein_coding,ENSG00000152128
TMEM164,Gene Expression,GRCh38,False,TMEM164_ENSG00000157600,NCBITaxon:9606,gene,2868,protein_coding,ENSG00000157600
TMEM165,Gene Expression,GRCh38,False,TMEM165_ENSG00000134851,NCBITaxon:9606,gene,792,protein_coding,ENSG00000134851
TMEM167A,Gene Expression,GRCh38,False,TMEM167A_ENSG00000174695,NCBITaxon:9606,gene,657,protein_coding,ENSG00000174695
TMEM167B,Gene Expression,GRCh38,False,TMEM167B_ENSG00000215717,NCBITaxon:9606,gene,1866,protein_coding,ENSG00000215717
TMEM167B-DT,Gene Expression,GRCh38,False,TMEM167B-DT,NCBITaxon:9606,gene,2888,lncRNA,ENSG00000273382
TMEM168,Gene Expression,GRCh38,False,TMEM168_ENSG00000146802,NCBITaxon:9606,gene,799,protein_coding,ENSG00000146802
TMEM169,Gene Expression,GRCh38,False,TMEM169_ENSG00000163449,NCBITaxon:9606,gene,3248,protein_coding,ENSG00000163449
TMEM17,Gene Expression,GRCh38,False,TMEM17_ENSG00000186889,NCBITaxon:9606,gene,2136,protein_coding,ENSG00000186889
TMEM170A,Gene Expression,GRCh38,False,TMEM170A_ENSG00000166822,NCBITaxon:9606,gene,2331,protein_coding,ENSG00000166822
TMEM170B,Gene Expression,GRCh38,False,TMEM170B_ENSG00000205269,NCBITaxon:9606,gene,8891,protein_coding,ENSG00000205269
TMEM171,Gene Expression,GRCh38,False,TMEM171_ENSG00000157111,NCBITaxon:9606,gene,1245,protein_coding,ENSG00000157111
TMEM174,Gene Expression,GRCh38,False,TMEM174_ENSG00000164325,NCBITaxon:9606,gene,1111,protein_coding,ENSG00000164325
TMEM175,Gene Expression,GRCh38,False,TMEM175_ENSG00000127419,NCBITaxon:9606,gene,884,protein_coding,ENSG00000127419
TMEM176A,Gene Expression,GRCh38,False,TMEM176A_ENSG00000002933,NCBITaxon:9606,gene,896,protein_coding,ENSG00000002933
TMEM176B,Gene Expression,GRCh38,False,TMEM176B_ENSG00000106565,NCBITaxon:9606,gene,1206,protein_coding,ENSG00000106565
TMEM177,Gene Expression,GRCh38,False,TMEM177_ENSG00000144120,NCBITaxon:9606,gene,1281,protein_coding,ENSG00000144120
TMEM178A,Gene Expression,GRCh38,False,TMEM178A_ENSG00000152154,NCBITaxon:9606,gene,571,protein_coding,ENSG00000152154
TMEM178B,Gene Expression,GRCh38,False,TMEM178B_ENSG00000261115,NCBITaxon:9606,gene,5600,protein_coding,ENSG00000261115
TMEM179,Gene Expression,GRCh38,False,TMEM179_ENSG00000258986,NCBITaxon:9606,gene,1230,protein_coding,ENSG00000258986
TMEM179B,Gene Expression,GRCh38,False,TMEM179B_ENSG00000185475,NCBITaxon:9606,gene,839,protein_coding,ENSG00000185475
TMEM18,Gene Expression,GRCh38,False,TMEM18_ENSG00000151353,NCBITaxon:9606,gene,1736,protein_coding,ENSG00000151353
TMEM18-DT,Gene Expression,GRCh38,False,TMEM18-DT,NCBITaxon:9606,gene,851,lncRNA,ENSG00000233296
TMEM181,Gene Expression,GRCh38,False,TMEM181_ENSG00000146433,NCBITaxon:9606,gene,5246,protein_coding,ENSG00000146433
TMEM182,Gene Expression,GRCh38,False,TMEM182_ENSG00000170417,NCBITaxon:9606,gene,1025,protein_coding,ENSG00000170417
TMEM183A,Gene Expression,GRCh38,False,TMEM183A_ENSG00000163444,NCBITaxon:9606,gene,763,protein_coding,ENSG00000163444
TMEM184A,Gene Expression,GRCh38,False,TMEM184A_ENSG00000164855,NCBITaxon:9606,gene,866,protein_coding,ENSG00000164855
TMEM184B,Gene Expression,GRCh38,False,TMEM184B_ENSG00000198792,NCBITaxon:9606,gene,586,protein_coding,ENSG00000198792
TMEM184C,Gene Expression,GRCh38,False,TMEM184C_ENSG00000164168,NCBITaxon:9606,gene,1151,protein_coding,ENSG00000164168
TMEM184C-DT,Gene Expression,GRCh38,False,TMEM184C-DT,NCBITaxon:9606,gene,568,lncRNA,ENSG00000251298
TMEM185A,Gene Expression,GRCh38,False,TMEM185A_ENSG00000269556,NCBITaxon:9606,gene,810,protein_coding,ENSG00000269556
TMEM185B,Gene Expression,GRCh38,False,TMEM185B_ENSG00000226479,NCBITaxon:9606,gene,5922,protein_coding,ENSG00000226479
